date, pm25, pm10, o3, no2, so2, co
2023/9/15, 56, 17, 17, 14, , 1
2023/9/16, 26, 25, 21, 16, , 2
2023/9/17, 39, 38, 7, 15, , 2
2023/9/18, 40, 40, 9, 19, , 5
2023/9/19, 57, 32, 40, , , 1
2023/9/20, 58, 27, 36, , , 1
2023/9/21, 51, 35, 36, 23, , 2
2023/9/22, 57, 37, 38, 24, , 1
2023/9/23, 54, 35, 38, 16, , 1
2023/9/24, 55, 20, 20, 12, , 
2023/9/26, 41, 37, 24, 16, , 3
2023/9/27, 51, 30, 29, 13, , 3
2023/9/28, 46, 37, 24, 18, , 3
2023/9/29, 54, 36, 36, 13, , 2
2023/9/30, 65, 22, 30, 7, , 1
2023/4/1, 44, 27, 19, 17, , 2
2023/4/2, 55, 31, 8, 23, , 3
2023/4/3, 54, 33, , 15, , 1
2023/4/4, 44, 31, , 12, , 2
2023/4/5, 42, 34, , 9, , 
2023/4/6, 32, 49, , 11, , 1
2023/4/7, 27, 72, , 25, , 2
2023/4/8, 54, 95, , 24, , 2
2023/4/9, 77, 76, , 23, , 4
2023/4/10, 69, , 44, 29, , 4
2023/4/11, 87, , 51, 29, 1, 4
2023/4/12, 90, , 49, 17, , 2
2023/4/13, 53, 43, 31, 7, , 
2023/4/14, 27, 38, 32, 13, , 1
2023/4/15, 34, 47, 38, 28, 1, 1
2023/4/16, 51, 57, 16, 29, 1, 2
2023/4/17, 70, 50, 23, 19, , 3
2023/4/18, 62, 35, 44, 14, , 
2023/4/19, 50, 39, 50, 17, , 5
2023/4/20, 48, 27, 43, 17, , 2
2023/4/21, 27, 39, 42, 15, , 5
2023/4/22, 34, 90, 42, 22, 4, 14
2023/4/23, 74, 47, 49, 19, , 3
2023/4/24, 62, 51, 13, 21, , 4
2023/4/25, 54, 23, , 14, , 2
2023/4/26, 29, 46, 43, 15, , 4
2023/4/27, 40, 29, 20, , , 4
2023/4/29, 25, 42, , 15, 1, 6
2023/4/30, 41, 13, 28, 8, , 1
2023/5/1, 29, 27, 38, 11, , 1
2023/5/2, 24, 25, 31, 12, , 1
2023/5/3, 36, 26, 37, 11, 1, 2
2023/5/4, 25, 24, 31, 11, , 3
2023/5/5, 29, 16, 29, 8, , 
2023/5/6, 26, 13, 40, 7, , 
2023/5/7, 30, , 41, 11, , 2
2023/5/8, 33, 27, 43, 15, , 2
2023/5/9, 42, 30, 39, 16, , 2
2023/5/10, 46, 46, 36, 21, , 2
2023/5/11, 43, 36, 52, 14, , 2
2023/5/12, 46, 36, 56, 14, , 1
2023/5/13, 51, 16, 34, 9, , 1
2023/5/14, 24, 27, 39, 17, , 1
2023/5/15, 31, 39, 38, 24, 1, 2
2023/5/16, 56, 33, 50, 23, , 1
2023/5/17, 45, 37, 54, 18, , 2
2023/5/18, 53, 16, 35, 9, , 1
2023/5/19, 29, 17, 27, 11, , 1
2023/5/20, 26, 20, 27, 11, , 2
2023/5/21, 32, 34, 21, 19, , 4
2023/5/22, 54, 32, 20, 25, , 2
2023/5/23, 55, 33, 25, 18, , 2
2023/5/24, 54, 37, 14, 13, , 3
2023/5/25, 53, 43, 40, 11, , 3
2023/5/26, 51, 22, 41, 10, , 1
2023/5/27, 37, 15, 32, 10, , 1
2023/5/28, 25, 25, 42, 11, , 1
2023/5/29, 30, 35, 47, 18, , 1
2023/5/30, 40, 13, 23, 13, , 1
2023/5/31, 29, 18, 37, 12, , 
2023/6/1, 44, 32, 33, 16, , 1
2023/6/2, 53, 9, 18, 11, , 
2023/6/3, 26, 13, 30, 8, , 
2023/6/4, 29, 15, 27, 10, , 
2023/6/5, 41, 21, 34, 9, , 1
2023/6/6, 38, 31, 33, 12, , 
2023/6/7, 49, 29, , 12, , 1
2023/6/8, 52, 32, , 14, , 2
2023/6/9, 55, 12, , 9, , 1
2023/6/10, 36, 13, , 10, , 1
2023/6/11, 34, 17, , 10, , 1
2023/6/12, 37, 31, , 13, , 
2023/6/13, 40, 26, , 18, , 1
2023/6/14, 50, 33, , 18, 1, 1
2023/6/15, 74, 30, , 17, , 1
2023/6/16, 68, 30, , 15, , 2
2023/6/17, 59, 18, , 10, , 
2023/6/18, 39, 17, , 10, , 1
2023/6/19, 37, 26, 21, 13, 1, 
2023/6/20, 37, 20, 36, 11, , 1
2023/6/21, 32, 34, 44, 15, , 3
2023/6/22, 47, 25, 20, 25, , 1
2023/6/23, 49, 15, 23, 8, , 1
2023/6/24, 28, 31, 41, 11, , 1
2023/6/25, 45, 38, 36, 17, , 2
2023/6/26, 47, 22, 38, 13, , 2
2023/6/27, 37, 24, 33, 18, , 1
2023/6/28, 43, 16, 31, 16, , 1
2023/6/29, 32, 20, 24, 14, , 2
