date, pm25, pm10, o3, no2, so2, co
2022/8/7, 61, 14, 10, 13, , 1
2022/8/8, 39, 8, 15, 9, 1, 
2022/8/9, 25, 10, 15, 8, 1, 2
2022/8/10, 29, 12, 19, 13, 1, 2
2022/8/11, 40, 18, 26, 19, 1, 2
2022/8/12, 61, 28, 24, 25, 1, 3
2022/8/13, 73, 33, 31, 29, 2, 4
2022/8/14, 92, 33, 18, 21, 2, 4
2022/8/15, 85, 26, 5, 16, 1, 5
2022/8/16, 59, 29, 23, 13, , 2
2022/8/17, 65, 37, 22, 19, 1, 4
2022/8/18, 72, 30, 18, 11, , 3
2022/8/19, 51, 33, 10, 13, , 1
2022/8/20, 65, 44, 16, 16, 3, 4
2022/8/21, 97, 45, 17, 20, 3, 7
2022/8/22, 98, 43, 17, 22, 1, 8
2022/8/23, 94, 35, 13, 27, 1, 9
2022/8/24, 76, 48, 23, 28, , 14
2022/8/25, 96, , 17, 32, 1, 14
2022/8/26, 103, , 26, 35, 3, 13
2022/8/27, 118, , 19, 28, 4, 13
2022/8/28, 137, 40, 15, 15, 1, 4
2022/8/29, 94, 27, 18, 13, , 1
2022/8/30, 68, 11, 7, 8, , 1
2022/8/31, 31, 6, 6, 6, , 1
2022/9/1, 16, 6, 10, 7, , 1
2022/9/2, 20, 7, 11, 9, , 
2022/9/3, 26, 7, 12, 11, , 1
2022/9/4, 29, 9, 3, 11, , 1
2022/9/5, 27, 6, 5, 8, , 1
2022/9/6, 21, 7, 6, 9, , 2
2022/9/7, 27, 6, 3, 8, , 
2022/9/8, 26, 8, 10, 10, , 1
2022/9/9, 33, 20, 8, 18, 1, 5
2022/9/10, 64, 26, 8, 19, 1, 4
2022/9/11, 71, 17, 4, 19, , 2
2022/9/12, 56, 18, 8, 15, , 1
2022/9/13, 42, 10, 6, 17, , 1
2022/9/14, 46, 9, , 14, , 1
2022/9/15, 38, 17, , , , 2
2022/9/17, 44, 12, 2, 17, , 1
2022/9/18, 44, 5, 8, 12, , 
2022/9/19, 26, 8, 6, 13, , 1
2022/9/20, 38, 14, 3, 21, , 3
2022/9/21, 55, 11, 2, 19, , 1
2022/9/22, 45, 10, 5, 18, , 1
2022/9/23, 28, 3, , 10, , 1
2022/9/24, 12, 5, , 10, , 1
2022/9/25, 29, 7, 2, 10, 1, 1
2022/9/26, 35, 12, 5, 17, 1, 2
2022/9/27, 51, 7, 10, 15, 1, 1
2022/9/28, 28, 14, 2, 20, 1, 2
2022/9/29, 56, 21, 4, 23, 1, 3
2022/9/30, 65, 14, 3, 21, 1, 3
2022/5/29, 57, 13, , 14, , 2
2022/5/30, 46, 19, , 26, , 1
2022/5/31, 61, 21, , 19, , 2
2022/6/1, 60, 19, , 14, , 1
2022/6/2, 56, 15, , 16, , 1
2022/6/3, 51, 11, , 11, , 1
2022/6/4, 37, 15, 20, 14, , 3
2022/6/5, 53, 12, 19, 13, , 1
2022/6/6, 42, 11, 21, 11, , 
2022/6/13, 46, 18, 15, 18, , 2
2022/6/14, 47, 9, 14, 7, , 
2022/6/15, 20, 9, 12, 8, , 1
2022/6/16, 27, 12, 11, 15, , 1
2022/6/17, 33, 10, 14, 12, , 1
2022/6/18, 30, 14, 16, 9, , 1
2022/6/19, 38, 10, 13, 7, , 
2022/6/20, 30, 15, 1, 22, , 2
2022/6/21, 54, 12, 13, 11, , 1
2022/6/22, 41, 12, 21, 9, , 
2022/6/23, 38, 18, 18, 13, , 1
2022/6/24, 52, 18, 26, 12, , 1
2022/6/25, 62, 23, 33, 16, , 3
2022/6/26, 72, 24, 20, 16, , 2
2022/6/27, 71, 19, 24, 12, , 2
2022/6/28, 96, 15, 25, 9, , 1
2022/6/29, 80, 26, 22, 13, , 2
2022/6/30, 53, 20, 22, 6, , 
2022/1/3, 28, 15, , 24, , 2
2022/1/4, 61, 13, , 24, , 1
2022/1/5, 53, 6, , 17, , 2
2022/1/6, 38, 3, , 8, , 1
2022/1/7, 20, 6, , 11, , 1
2022/1/8, 34, 8, , 17, , 1
2022/1/9, 39, 8, , 23, , 2
2022/1/10, 41, 6, , 12, , 1
2022/1/11, 35, 7, , 18, , 2
2022/1/12, 34, 6, , 24, , 1
2022/1/13, 36, 3, , 12, , 
2022/1/14, 15, 5, , 9, , 1
2022/1/15, 25, 2, , 11, , 
2022/1/16, 22, 7, , 15, , 1
2022/1/17, 36, 7, 11, 14, , 1
2022/1/18, 43, 6, 11, 18, , 1
2022/1/19, 32, 6, 13, 13, , 2
2022/1/20, 41, 15, 10, 20, , 2
2022/1/21, 65, 16, 7, 25, 1, 1
2022/1/22, 59, 16, 11, 21, 1, 2
2022/1/23, 62, 17, 3, 28, , 2
2022/1/24, 57, 6, 7, 22, , 1
2022/1/25, 45, 8, 12, 20, , 1
2022/1/26, 39, 4, 13, 19, , 2
2022/1/27, 31, 11, 14, 23, , 1
2022/1/28, 50, 28, 9, 28, , 3
2022/1/29, 83, 6, 15, 14, , 1
2022/1/30, 31, 13, 17, 22, , 1
2022/1/31, 54, 9, 10, 22, , 2
2022/2/1, 51, 5, 12, 17, , 1
2022/2/2, 37, 22, 6, 36, , 3
2022/2/3, 70, 19, 11, 34, 2, 2
2022/2/4, 65, 12, 8, 31, , 2
2022/2/5, 59, 16, 8, 32, , 3
2022/2/6, 64, 13, 10, 31, , 2
2022/2/7, 57, 7, 10, 19, , 2
2022/2/8, 45, 5, 9, 15, , 
2022/2/9, 30, 4, 8, 18, , 1
2022/2/10, 26, 6, 10, 15, , 1
2022/2/11, 31, 5, 13, 11, , 1
2022/2/12, 23, 5, 18, 10, , 1
2022/2/13, 27, 8, 15, 13, , 1
2022/2/14, 39, 12, 14, 16, , 1
2022/2/15, 55, 13, 19, 22, 1, 1
2022/2/16, 51, 11, 15, 14, , 1
2022/2/17, 54, 6, 13, 15, , 1
2022/2/18, 39, 3, 14, 15, , 1
2022/2/19, 27, 4, 19, 12, , 
2022/2/20, 21, 6, 19, 12, , 1
2022/2/21, 32, , , , , 
2022/2/23, 14, 12, 19, 15, , 1
2022/2/24, 19, 15, 16, 21, , 1
