date, pm25, pm10, o3, no2, so2, co
2023/5/6, 28, 15, , 12, , 1
2023/5/7, 30, 25, , 20, , 2
2023/5/8, 39, 35, , 25, 1, 5
2023/5/9, 52, 32, , 36, , 2
2023/5/10, 48, 52, , 36, 1, 4
2023/5/11, 57, 30, , 25, , 2
2023/5/12, 41, 37, , 22, , 1
2023/5/13, 46, 18, , 12, , 
2023/5/14, 30, 29, , 19, , 1
2023/5/15, 39, 48, , 30, 1, 4
2023/5/16, 62, 37, 31, 23, 1, 2
2023/5/17, 49, 43, 38, 23, 1, 3
2023/5/18, 57, 20, 24, 11, , 
2023/5/19, 32, 23, 19, 10, , 
2023/5/20, 31, 17, , 13, , 1
2023/5/21, 36, 34, , 26, , 3
2023/5/22, 55, 33, , 28, 1, 2
2023/5/23, 54, 29, , 21, 1, 1
2023/5/24, 47, 42, , 28, 1, 5
2023/5/25, 64, 33, , 21, 1, 3
2023/5/26, 50, 24, , 16, , 1
2023/5/27, 33, 17, , 9, , 
2023/5/28, 29, 20, , 15, , 
2023/5/29, 33, 35, , 25, 1, 3
2023/5/30, 49, 20, 13, 19, , 1
2023/5/31, 34, 24, 26, 14, 1, 1
2023/6/1, 37, 29, 28, 22, 1, 1
2023/6/2, 45, 11, 11, 27, 1, 3
2023/6/3, 37, 23, 20, 10, 1, 1
2023/6/4, 30, 19, 19, 17, 1, 1
2023/6/5, 35, 17, 8, 14, 1, 1
2023/6/6, 29, 25, , 17, 1, 1
2023/6/7, 39, 24, , 20, 1, 2
2023/6/8, 43, 27, , 17, 1, 1
2023/6/9, 41, 11, , 9, 1, 
2023/6/10, 23, 15, , 9, 1, 
2023/6/11, 29, 16, , 10, 1, 
2023/6/12, 29, 19, , 13, 1, 
2023/6/13, 35, 24, , 18, 1, 1
2023/6/14, 41, 27, , 18, 1, 1
2023/6/15, 44, 33, , 22, 1, 2
2023/6/16, 50, 29, , 15, 1, 1
2023/6/17, 48, 17, , 10, 1, 
2023/6/18, 34, 16, , 13, 1, 
2023/6/19, 29, 29, , 18, 1, 1
2023/6/20, 38, 58, , 14, 1, 1
2023/6/21, 31, 64, , 21, 1, 2
2023/6/22, 46, 50, , , , 
2023/6/24, 24, 55, , 17, 1, 2
2023/6/25, 40, 81, , 21, 1, 2
2023/6/26, 45, 56, , 17, 1, 1
2023/6/27, 35, 38, , 15, 1, 1
2023/6/28, 37, 42, , 17, 1, 1
2023/6/29, 31, 48, , 21, 1, 1
2023/6/30, 39, 29, , 14, 1, 1
2023/1/2, 27, 8, , 18, , 1
2023/1/3, 28, 8, , 11, , 1
2023/1/4, 33, 8, 10, 13, , 1
2023/1/5, 33, 15, 9, 17, , 2
2023/1/6, 54, 17, 5, 26, , 3
2023/1/7, 57, 14, 3, 33, , 3
2023/1/8, 48, 18, 10, 29, , 3
2023/1/9, 60, 17, 17, 18, , 1
2023/1/10, 51, 14, 14, 14, , 1
2023/1/11, 45, 16, , 13, , 1
2023/1/12, 41, 13, , 14, , 1
2023/1/13, 43, 21, , 14, , 1
2023/1/14, 47, 21, , 14, , 1
2023/1/15, 49, 26, 7, 15, , 1
2023/1/16, 53, 16, 24, 16, , 1
2023/1/17, 49, 23, 23, 11, , 1
2023/1/18, 61, 22, , 9, , 1
2023/1/19, 68, 22, 10, 23, , 2
2023/1/20, 63, 19, 19, 19, , 1
2023/1/21, 46, 20, 16, 17, , 2
2023/1/22, 54, 20, , 21, , 1
2023/1/23, 57, 11, 5, 23, , 2
2023/1/24, 38, 11, 8, 15, , 1
2023/1/25, 38, 11, 12, 14, , 1
2023/1/26, 41, 10, 16, 17, , 1
2023/1/27, 36, 15, 11, 24, , 2
2023/1/28, 50, 9, 10, 20, , 1
2023/1/29, 33, 8, , 13, , 1
2023/1/30, 31, 11, , 13, , 1
2023/1/31, 46, 15, , 16, , 2
2023/2/1, 55, 17, , 16, , 1
2023/2/2, 57, 16, , 19, , 2
2023/2/3, 54, 14, , 22, , 3
2023/2/4, 47, 12, , 18, , 2
2023/2/5, 45, 14, , 20, , 2
2023/2/6, 49, 15, , 21, , 2
2023/2/7, 50, 11, , 18, , 1
2023/2/8, 39, 10, , 21, , 1
2023/2/9, 36, 14, , 12, , 1
2023/2/10, 43, 13, , 11, , 1
2023/2/11, 42, 10, , 12, , 1
2023/2/12, 37, 9, , 25, , 1
2023/2/13, 29, 9, 20, 16, , 1
2023/2/14, 33, 9, 24, 13, , 1
2023/2/15, 32, 10, 17, 16, , 1
2023/2/16, 36, 17, 16, 23, , 2
2023/2/17, 57, 17, 26, 21, , 1
2023/2/18, 54, 13, 24, 22, , 1
2023/2/19, 52, 20, 15, 25, , 2
2023/2/20, 65, 29, 18, 26, , 3
2023/2/21, 82, 26, 16, 18, , 2
2023/2/22, 72, 18, 18, 20, , 1
2023/2/23, 56, 16, 19, 20, , 1
2023/2/24, 53, 14, 20, 20, , 1
2023/2/25, 49, 9, 23, 11, , 1
2023/2/26, 37, 12, 21, 10, , 1
2023/2/27, 43, 8, , 13, , 1
2023/2/28, 30, 9, , 14, , 1
2023/3/1, 28, 8, , 13, , 1
2023/3/2, 29, 9, , 17, , 1
2023/3/3, 29, 9, , 21, , 1
2023/3/4, 32, 9, , 14, , 1
2023/3/5, 34, 9, , 19, , 1
2023/3/6, 33, 10, , 20, , 1
2023/3/7, 39, 14, , 23, , 2
2023/3/8, 50, 8, , 13, , 1
2023/3/9, 29, , , , , 
2023/3/12, 29, 9, , 13, , 1
2023/3/13, 35, 12, , 16, , 1
2023/3/14, 40, 17, , 15, , 1
2023/3/15, 46, 20, , 26, , 3
2023/3/16, 59, 12, , 18, , 1
2023/3/17, 34, 20, , 20, , 1
2023/3/18, 37, 23, , 27, 1, 2
2023/3/19, 47, 30, , 37, , 4
2023/3/20, 54, 23, , 31, , 2
2023/3/21, 43, 14, , 23, , 2
2023/3/22, 33, 18, , 16, , 1
2023/3/23, 39, 15, , 18, , 1
2023/3/24, 46, 13, , 22, , 1
2023/3/25, 41, 13, , 22, , 2
2023/3/26, 45, 10, , 18, , 1
2023/3/27, 31, 23, , 23, 1, 2
2023/3/28, 45, 15, , 18, , 1
2023/3/29, 44, 16, , 16, , 1
2023/3/30, 32, 20, , 18, , 1
2023/3/31, 37, 20, , 20, , 3
2022/10/1, 58, 11, , 12, , 1
2022/10/2, 28, 16, , 12, , 
2022/10/3, 39, 26, , 11, , 
2022/10/4, 37, 10, , 13, , 1
2022/10/5, 30, 16, , 13, , 1
2022/10/6, 36, 18, , 11, , 1
2022/10/7, 40, 26, , 16, , 1
2022/10/8, 43, 18, , 14, , 1
2022/10/9, 41, 47, , 16, , 1
2022/10/10, 39, 66, , 22, , 3
2022/10/11, 50, 77, , 26, 1, 8
2022/10/12, 74, 27, , 19, , 1
2022/10/13, 44, 32, , 23, , 2
2022/10/14, 49, 50, , 26, , 2
2022/10/15, 55, 38, , 19, , 1
2022/10/16, 50, 22, , 13, , 1
2022/10/17, 49, 14, , 15, , 1
2022/10/18, 41, 27, , 19, , 1
2022/10/19, 32, 39, , 14, , 1
2022/10/20, 36, 19, , 19, , 1
2022/10/21, 38, 18, , 20, , 1
2022/10/22, 41, 37, , 17, , 2
2022/10/23, 54, 18, , 14, , 1
2022/10/24, 40, 48, , 25, , 3
2022/10/25, 52, 46, , 19, , 1
2022/10/26, 51, 47, , 21, , 2
2022/10/27, 58, 23, , 17, , 2
2022/10/28, 47, 12, , 15, , 1
2022/10/29, 30, 7, , 10, , 1
2022/10/30, 25, 9, , 9, , 
2022/10/31, 24, 24, , 14, , 1
2022/11/1, 33, 55, , 22, , 2
2022/11/2, 43, 24, , 16, , 1
2022/11/3, 36, , , 17, , 1
2022/11/4, 47, , , 15, , 1
2022/11/5, 45, , , 16, , 1
2022/11/6, 46, , , 13, , 2
2022/11/7, 42, 12, , 12, , 1
2022/11/8, 45, 13, , 14, , 1
2022/11/9, 48, 23, , 11, , 1
2022/11/10, 57, 15, , 13, , 1
2022/11/11, 43, 7, , 8, , 
2022/11/12, 22, 11, , 7, , 
2022/11/13, 25, 14, , 9, , 
2022/11/14, 29, 16, , 16, , 1
2022/11/15, 36, 17, , 20, , 3
2022/11/16, 53, 19, , 22, 1, 2
2022/11/17, 55, 16, , 13, , 1
2022/11/18, 49, 15, , 16, , 1
2022/11/19, 53, 17, , 16, , 2
2022/11/20, 56, 16, , 17, , 2
2022/11/21, 56, 10, , 15, , 1
2022/11/22, 38, 8, , 15, , 1
2022/11/23, 33, 13, , 14, , 1
2022/11/24, 51, 12, , 14, , 1
2022/11/25, 47, 13, , 15, , 1
2022/11/26, 47, 13, , 15, , 1
2022/11/27, 51, 14, , 13, , 1
2022/11/28, 52, 18, , 19, , 2
2022/11/29, 57, 31, , 27, , 5
2022/11/30, 76, 44, , 27, , 6
2022/12/1, 101, 36, , 27, , 6
2022/12/2, 88, 18, , 20, , 2
2022/12/3, 59, 16, , 17, , 1
2022/12/4, 50, 17, , 27, , 2
2022/12/5, 47, 12, , 23, , 1
2022/12/6, 34, 14, , 18, , 1
2022/12/7, 44, 15, , 14, , 1
2022/12/8, 47, 20, , 18, , 2
2022/12/9, 58, 21, , 21, , 3
2022/12/10, 60, 9, , 17, , 2
2022/12/11, 35, 10, , 16, , 
2022/12/12, 36, 9, , 16, , 1
2022/12/13, 34, 12, , 20, , 1
2022/12/14, 44, 11, , 19, , 1
2022/12/15, 44, 14, , 19, , 1
2022/12/16, 52, 14, , 20, , 2
2022/12/17, 54, 10, , 16, , 2
2022/12/18, 47, 11, , 21, , 1
2022/12/19, 44, 9, , 21, , 2
2022/12/20, 38, 15, , 25, , 2
2022/12/21, 51, 10, , 17, , 2
2022/12/22, 39, 12, , 17, , 2
2022/12/23, 48, 12, , 15, , 2
2022/12/24, 47, 11, , 22, , 1
2022/12/25, 39, 11, , 24, , 1
2022/12/26, 38, 13, , 19, , 2
2022/12/27, 43, 14, , 22, , 2
2022/12/28, 48, 14, , 22, , 2
2022/12/29, 40, 16, , 22, , 2
2022/12/30, 54, 11, , 17, , 2
2022/12/31, 43, 9, , 11, , 1
2023/1/1, 34, 7, , 10, , 1
2022/7/1, 31, 19, , 13, , 1
2022/7/2, 41, 21, , 13, , 1
2022/7/3, 45, 23, , 18, , 2
2022/7/4, 53, 21, , 22, , 2
2022/7/5, 58, 19, , 20, , 2
2022/7/6, 59, 16, , 17, , 2
2022/7/7, 54, 9, , 11, , 1
2022/7/8, 28, 32, , 23, , 3
2022/7/9, 55, 22, , 15, , 1
2022/7/10, 47, 29, , 13, , 1
2022/7/11, 48, 21, , 9, , 1
2022/7/12, 40, 28, , 17, , 2
2022/7/13, 47, 29, , 22, , 3
2022/7/14, 54, 17, , 8, , 1
2022/7/15, 29, 22, , 12, , 1
2022/7/16, 38, 21, , 15, , 2
2022/7/17, 40, 18, , 16, , 1
2022/7/18, 36, 17, , 8, , 1
2022/7/19, 27, 17, , 12, , 1
2022/7/20, 30, 12, , 8, , 1
2022/7/21, 31, 19, , 9, , 1
2022/7/22, 39, 47, , 22, , 3
2022/7/23, 65, 32, , 18, , 3
2022/7/24, 55, 29, , 19, , 2
2022/7/25, 51, 26, , 19, , 2
2022/7/26, 55, 41, , 22, , 3
2022/7/27, 69, 30, , 19, , 2
2022/7/28, 54, 16, , 7, , 1
2022/7/29, 23, 19, , 10, , 1
2022/7/30, 27, 35, , 21, , 3
2022/7/31, 50, 29, , 19, , 2
2022/8/1, 49, 37, , 17, , 2
2022/8/2, 50, 47, , 24, , 3
2022/8/3, 58, 50, , 22, , 3
2022/8/4, 61, 48, , 24, , 3
2022/8/5, 64, 44, , 21, , 2
2022/8/6, 62, 37, , 16, , 2
2022/8/7, 51, 20, , 16, , 2
2022/8/8, 39, 14, , 12, , 1
2022/8/9, 35, 14, , 10, , 
2022/8/10, 33, 21, , 15, , 
2022/8/11, 38, 37, , 29, , 2
2022/8/12, 57, 45, , 31, , 4
2022/8/13, 64, 42, , 32, , 4
2022/8/14, 75, 34, , 32, , 2
2022/8/15, 58, 29, , , , 1
2022/8/16, 52, 27, , , , 1
2022/8/17, 56, 36, , , , 1
