date, pm25, pm10, o3, no2, so2, co
2023/5/17, 38, 40, , 26, , 
2023/5/18, 48, 26, , 20, , 
2023/5/19, 30, 20, , 16, , 
2023/5/20, 19, 15, , 14, , 
2023/5/21, 27, 34, , 23, , 
2023/5/22, 58, , , , , 
2023/6/20, 27, 22, , 19, , 2
2023/6/21, 27, 31, , 20, , 3
2023/6/22, 40, 18, , 20, , 1
2023/6/23, 34, 15, , 15, , 1
2023/6/24, 25, 20, , 13, , 2
2023/6/25, 33, 56, , 20, , 4
2023/6/26, 75, 17, , 18, , 1
2023/6/27, 31, 12, , 14, , 
2023/6/28, 23, 10, , 16, , 
2023/6/29, 19, 14, , 19, , 1
2023/6/30, 32, 15, , 13, , 
2023/1/2, 10, 3, , 12, , 3
2023/1/3, 14, 4, , 9, , 3
2023/1/4, 16, 6, , 17, , 3
2023/1/5, 22, 12, , 20, , 5
2023/1/6, 44, 17, , 27, , 7
2023/1/7, 55, 20, , 33, , 8
2023/1/8, 56, 14, , 24, , 5
2023/1/9, 45, 9, , 15, , 2
2023/1/10, 23, 9, , 17, , 2
2023/1/11, 16, 14, , 19, , 2
2023/1/12, 22, 9, , 15, , 1
2023/1/13, 23, 18, , 18, , 2
2023/1/14, 30, 17, , 15, , 2
2023/1/15, 32, 19, , 13, , 1
2023/1/16, 30, 10, , 14, , 2
2023/1/17, 28, , , , , 
2023/1/22, 46, 13, , 19, , 3
2023/1/23, 35, 10, , 15, , 6
2023/1/24, 25, 8, , 11, , 4
2023/1/25, 22, 6, , 8, , 5
2023/1/26, 17, 5, , 11, , 3
2023/1/27, 17, 13, , 25, , 4
2023/1/28, 37, 7, , 16, , 6
2023/1/29, 23, 5, , 9, , 4
2023/1/30, 12, 7, , 9, , 3
2023/1/31, 26, 10, , 15, , 4
2023/2/1, 36, 12, , 17, , 4
2023/2/2, 40, 14, , 16, , 4
2023/2/3, 44, 13, , 20, , 5
2023/2/4, 39, 10, , 19, , 5
2023/2/5, 29, 8, , 20, , 4
2023/2/6, 26, 12, , 17, , 3
2023/2/7, 31, 8, , 13, , 2
2023/2/8, 21, 9, , 20, , 3
2023/2/9, 26, 9, , 9, , 3
2023/2/10, 26, 9, , 8, , 2
2023/2/11, 24, 6, , 13, , 2
2023/2/12, 15, 5, , 20, , 3
2023/2/13, 14, 7, , 18, , 2
2023/2/14, 15, 6, , 19, , 2
2023/2/15, 14, 7, , 23, , 3
2023/2/16, 23, 16, , 29, , 5
2023/2/17, 49, 12, , 16, , 3
2023/2/18, 37, 7, , 12, , 2
2023/2/19, 32, 18, , 30, , 4
2023/2/20, 57, 25, , 31, , 5
2023/2/21, 72, 22, , 26, , 5
2023/2/22, 65, 12, , 20, , 4
2023/2/23, 41, 12, , 14, , 5
2023/2/24, 38, 9, , 18, , 3
2023/2/25, 29, 5, , 6, , 3
2023/2/26, 18, 7, , 11, , 3
2023/2/27, 25, 4, , 11, , 3
2023/2/28, 12, 7, , 16, , 3
2023/3/1, 12, 4, , 14, , 2
2023/3/2, 11, 5, , 16, , 2
2023/3/3, 13, 5, , 15, , 2
2023/3/4, 11, 6, , 14, , 2
2023/3/5, 23, 5, , 15, , 3
2023/3/6, 16, 6, , 17, , 4
2023/3/7, 19, 11, , 22, , 4
2023/3/8, 34, 6, , 16, , 4
2023/3/9, 18, 12, , 30, , 4
2023/3/10, 34, , , , , 
2023/3/13, 16, 9, , 14, , 2
2023/3/14, 21, 13, , 17, , 2
2023/3/15, 31, 17, , 20, , 3
2023/3/16, 39, 20, , 25, , 3
2023/3/17, 20, 21, , 24, , 3
2023/3/18, 24, 26, , 24, , 4
2023/3/19, 28, 28, , 29, , 5
2023/3/20, 34, 21, , 17, , 6
2023/3/21, 27, 9, , 15, , 5
2023/3/22, 21, 14, , 11, , 4
2023/3/23, 23, 9, , 13, , 4
2023/3/24, 28, 5, , 13, , 5
2023/3/25, 15, 7, , 17, , 4
2023/3/26, 24, 9, , 12, , 4
2023/3/27, 15, 21, , 17, , 5
2023/3/28, 27, 10, , 11, , 2
2023/3/29, 15, 31, , 14, , 3
2023/3/30, 16, 36, , 22, , 4
2023/3/31, 38, 24, , 18, , 5
2022/10/1, 29, 3, , 13, , 2
2022/10/2, 14, 2, , 12, , 1
2022/10/3, 13, 3, , 12, , 1
2022/10/4, 13, 2, , 13, , 3
2022/10/5, 11, 3, , 9, , 3
2022/10/6, 15, 3, , 10, , 2
2022/10/7, 17, 4, , 11, , 3
