date, pm25, pm10, o3, no2, so2, co
2023/9/7, 20, 13, 14, 8, , 1
2023/9/8, 19, 15, 8, 9, , 2
2023/9/9, 23, 25, 16, 12, , 2
2023/9/10, 41, 43, 3, 24, 1, 4
2023/9/11, 61, 42, 11, 23, 2, 3
2023/9/12, 58, 42, 17, 24, 1, 5
2023/9/16, 29, 21, 19, 16, , 3
2023/9/17, 33, 20, 9, 16, , 3
2023/9/18, 36, 42, 5, 22, 1, 5
2023/9/19, 59, 39, 32, 12, , 2
2023/9/20, 52, 34, 30, , , 2
2023/9/21, 50, 42, 32, 31, 1, 4
2023/9/22, 59, 45, 30, 30, 1, 3
2023/9/23, 53, 46, 30, 23, 1, 2
2023/9/24, 52, 20, 17, 17, , 2
2023/9/25, 31, 30, 4, 29, , 3
2023/9/26, 41, 34, 18, 28, 1, 5
2023/9/27, 46, 32, 20, 30, , 4
2023/9/28, 44, 37, 15, 29, , 3
2023/9/29, 50, 38, 30, 27, , 2
2023/9/30, 57, 25, 24, 14, , 1
2023/4/1, 37, 28, 15, 21, , 2
2023/4/2, 45, 43, 12, 36, 3, 3
2023/4/3, 55, 34, 12, 28, 1, 2
2023/4/4, 48, 44, 9, 20, 1, 2
2023/4/5, 46, 29, 21, 21, , 4
2023/4/6, 33, 28, 26, 25, 1, 4
2023/4/7, 25, 48, 25, 31, 3, 5
2023/4/8, 52, 52, 25, 33, 2, 3
2023/4/9, 64, 45, 23, , 2, 
2023/4/10, 64, 44, 32, , 2, 
2023/4/11, 63, 58, 36, , 2, 
2023/4/12, 71, 54, 11, , 5, 
2023/4/13, 73, , , , , 3
2023/4/16, 39, 43, 27, , 2, 3
2023/4/17, 56, 54, 22, , 2, 4
2023/4/18, 62, 35, 36, , 1, 2
2023/4/19, 47, 38, 36, , 1, 2
2023/4/20, 47, 29, 33, , 1, 2
2023/4/21, 30, 26, 30, , 1, 2
2023/4/22, 29, 45, 33, , 1, 4
2023/4/23, 47, 44, 39, , 1, 2
