date, pm25, pm10, o3, no2, so2, co
2023/12/1, 49, , 14, 14, , 3
2023/12/2, 63, , 3, 17, , 4
2023/12/3, 54, , 3, 18, , 3
2023/12/4, 47, , 8, 14, , 4
2023/12/5, 49, , , 18, , 9
2023/12/6, 57, , 1, 22, , 4
2023/12/7, 60, , 2, 18, , 4
2023/12/8, 50, , 2, 17, , 3
2023/12/9, 53, , 4, 19, , 3
2023/12/10, 49, , 8, 18, , 2
2023/12/11, 40, , 8, 16, , 2
2023/12/12, 33, , , , 1, 
2023/12/13, 56, , , , , 
2023/12/14, 72, , , , , 
2023/12/15, 67, , 3, 10, , 3
2023/12/16, 40, , 29, 7, , 2
2023/12/17, 20, , 28, 10, , 2
2023/11/2, 20, , 16, 4, , 
2023/11/3, 28, , 18, 9, , 2
2023/11/4, 38, , 5, 15, , 1
2023/11/7, 24, , 13, , , 
2023/11/8, 32, , 13, 11, , 1
2023/11/9, 38, , 7, 11, , 3
2023/11/10, 37, , 10, 9, , 1
2023/11/11, 47, , 13, 8, , 1
2023/11/12, 24, , 17, 12, , 1
2023/11/13, 19, , 11, 5, , 1
2023/11/14, 16, , 13, 6, , 2
2023/11/15, 26, , 9, 11, , 2
2023/11/16, 19, , 16, 6, , 2
2023/11/17, 26, , 23, 9, 1, 2
2023/11/18, 47, , 3, 23, 1, 8
2023/11/19, 60, , 1, 20, 1, 6
2023/11/20, 47, , 10, 16, , 1
2023/11/21, 31, , 13, 10, , 2
2023/11/22, 31, , , 10, , 2
2023/11/23, 12, , 25, 8, , 1
2023/11/24, 49, , 5, 15, , 3
2023/11/25, 61, , 4, 13, , 4
2023/11/26, 33, , , 18, , 5
2023/11/27, 25, , , , , 
2023/11/28, 37, , 8, , , 
2023/11/29, 45, , 12, 19, , 3
2023/11/30, 29, , 16, 11, , 2
2023/10/1, 45, 14, 13, 8, , 1
2023/10/2, 26, 12, 21, 5, , 
2023/10/3, 25, 23, 25, 7, , 2
2023/10/4, 46, 16, 15, 7, , 1
2023/10/7, 10, 7, 21, 4, , 2
2023/10/8, 14, 4, 14, 1, , 
2023/10/9, 18, 9, 12, , , 1
2023/10/10, 25, 13, 20, , , 1
2023/10/11, 23, 13, 21, , , 1
2023/10/12, 37, 17, 27, , , 2
2023/10/13, 25, 14, 21, , , 1
2023/10/14, 39, 16, 23, , , 1
2023/10/15, 50, 14, 3, , , 1
2023/10/16, 28, 9, 15, , , 2
2023/10/17, 22, 10, 15, , , 2
2023/10/18, 23, 11, 8, , , 5
2023/10/19, 31, 8, 2, , , 1
2023/10/20, 29, , 7, , , 
